id,activity_type,title,link,dt,description,source
9562,watch,"Full Body Stretch | Gentle Routine for Flexibility, Relaxation & Stress Relief | 30Min.Yoga inspired",https://www.youtube.com/watch?v=CY6QP4ofwx4,2023-11-30 11:30,,watch
9563,shorts,みんな大好き！生ハム、ルーコラ、グラナパダーノのフジッリ【Fusilli prosciutto rucola e grana】#shorts,https://www.youtube.com/watch?v=QHnyDe0mRQw,2023-11-30 22:12,,watch
9564,watch,"Sandra Wachter:  Exploring fairness, privacy and advertising in an algorithmic world",https://www.youtube.com/watch?v=cSQrd4H3kOU,2023-11-30 22:12,,watch
9565,shorts,秋の味覚！日本米で作るかぼちゃのリゾット！【Risotto con zucca e gorgonzola】#shorts,https://www.youtube.com/watch?v=z4cC-w9L_zk,2023-11-30 22:35,,watch
9566,shorts,こんなフォカッチャ知ってる？クリームチーズ入りのパリパリフォカッチャ【Focaccia di recco】#shorts,https://www.youtube.com/watch?v=rBG9SVGPnP4,2023-11-30 22:37,,watch
9567,shorts,家でも簡単にリゾットが作れる！現代のイタリアンレストランのリゾットの作り方【Risotto con cardoncelli】#shorts,https://www.youtube.com/watch?v=tFwK04kIl1o,2023-11-30 22:39,,watch
9568,shorts,イタリアで流行ってるカルボナーラとアマトリチャーナのいいとこどりパスタ！【Pasta alla zozzona】#shorts,https://www.youtube.com/watch?v=B1KZSeV6gk8,2023-11-30 22:40,,watch
9569,shorts,【こういうのが本当に美味しい】ルーコラとじゃがいものオレキエッテ【Orecchiette rucola e patate】#shorts,https://www.youtube.com/watch?v=xoPO6K03AgE,2023-11-30 22:41,,watch
9570,shorts,【おやつやおつまみにGOOD！】イタリア風かぼちゃのかき揚げ【Frittellini di zucca】#shorts,https://www.youtube.com/watch?v=Gq2YHPC4Yxc,2023-11-30 22:43,,watch
9571,watch,【これで今年は風邪知らず】鶏のダシが身体に染み渡るほうれん草と鶏肉のミネストリーナ【Minestrina con spinaci e pollo】,https://www.youtube.com/watch?v=LmbC9PYpT7E,2023-12-01 13:24,,watch
9572,watch,【TAKAYAMA】ミシュラン星付きレストラン#kyoto #kyototravel #kyototrip #京都 #京都旅行 #京都グルメ #michelin #ミシュラン #restaurant,https://www.youtube.com/watch?v=NSJA2yvI7AI,2023-12-01 13:24,,watch
9573,shorts,【毎日食べたい】ケールと豚バラ肉のスパゲッティ#Shorts,https://www.youtube.com/watch?v=YthtFYJ-ugE,2023-12-01 13:29,,watch
9574,shorts,【秋の味覚と生パスタ】キノコのタリアテッレ 【Tagliatelle ai funghi】 #shorts,https://www.youtube.com/watch?v=7utF9hjWYOk,2023-12-01 13:31,,watch
9575,watch,パスタ一皿6400円！星つきシェフに教わる「ペペロンチーノ」イタリア人シェフが日本の禅をリスペクト,https://www.youtube.com/watch?v=iWW2YqDLZOw,2023-12-01 13:32,,watch
9576,watch,【無茶振り】賄いラーメン｜イタリア人シェフ達に日本魂のラーメンを作った結果…,https://www.youtube.com/watch?v=2V-KvAfRSfI,2023-12-01 13:58,,watch
9577,watch,厨房仕込み風景【コース料理】星つきレストランの神技を公開！〈ゆっくり見る動画〉,https://www.youtube.com/watch?v=cCVPxdhCq7I,2023-12-01 14:29,,watch
9578,watch,How Authentic Pesto Is Made In Italy | Regional Eats,https://www.youtube.com/watch?v=3gEyWSWy6ec,2023-12-01 21:01,,watch
9579,watch,Gruyères SWITZERLAND – Medieval Town and Home to the world Famous Cheese! Beautiful Swiss Village,https://www.youtube.com/watch?v=Zs2SZRWDI0I,2023-12-01 21:04,,watch
9580,search,gryuere switherland,https://www.youtube.com/results?search_query=gryuere+switherland,2023-12-01 21:04:53.120000+00:00,,search
9581,post-search-watch,Why Gruyère Is The Most Popular Swiss Cheese | Regional Eats,https://www.youtube.com/watch?v=BU7ASp5TIGo,2023-12-01 21:05,,watch
9582,watch,This is the best way to eat Gruyere Cheese,https://www.youtube.com/watch?v=AL_e4DJTbZA,2023-12-01 21:05,,watch
9583,watch,ファビオの料理論【ソフリット】イタリア料理の真髄,https://www.youtube.com/watch?v=OVQjp8Vz3Bo,2023-12-01 22:15,,watch
9584,watch,【ゆで論】アマトリチャーナ　コクのあるトマトソースの作り方_#003,https://www.youtube.com/watch?v=DUk_9VCED4w,2023-12-01 22:37,,watch
9585,watch,ゆで論実践／アルケッチァーノ【山菜ペペロンチーノ】奥田政行シェフと対談,https://www.youtube.com/watch?v=Fs6sNNT5H0w,2023-12-01 22:37,,watch
9586,watch,【フランス語】B**TCHの６つの言い方(汚くてすみません),https://www.youtube.com/watch?v=dECXJZe0mP8,2023-12-01 22:39,,watch
9587,watch,💎🫧#AYAKA #RIMA#NiziU #ニジュー #니쥬 #WithU #Paradise,https://www.youtube.com/watch?v=mKpE3jENo-w,2023-12-01 22:41,,watch
9588,watch,ミシュラン1つ星イタリアン店の「カーチョエぺぺ」【#イタリアンプロ養成講座 vol.13】,https://www.youtube.com/watch?v=IZAPfFBsxYE,2023-12-01 22:42,,watch
9589,watch,日本が世界に誇る手間かけ過ぎな親子丼の作り方 【料理人の暮らし】,https://www.youtube.com/watch?v=x5UXrenf2Ag,2023-12-01 22:51,,watch
9590,watch,カルボナーラ好きがハマる圧倒的な【きのこのカルボナーラ】,https://www.youtube.com/watch?v=NkbJZs4MDxc,2023-12-01 23:02,,watch
9591,watch,日本が世界に誇る手間かけ過ぎな親子丼の作り方 【料理人の暮らし】,https://www.youtube.com/watch?v=x5UXrenf2Ag,2023-12-02 15:11,,watch
9592,watch,【GRWM】気になるピとデートしに行きます！ふくれなの本気見せんでぇ！,https://www.youtube.com/watch?v=jiMTy8DBuBY,2023-12-03 02:57,,watch
9593,watch,日本より韓国で愛される顔【NiziU リク】,https://www.youtube.com/watch?v=yoWepbOOrYE,2023-12-03 03:02,,watch
9594,watch,[ダイエット] モデルのご褒美,https://www.youtube.com/watch?v=SNT_MFuvHwc,2023-12-03 03:11,,watch
9595,watch,#JYPark PD님과 함께#HEARTRIS_Challenge #하트리스챌린지 💗,https://www.youtube.com/watch?v=-F3nigY2-II,2023-12-03 03:12,,watch
9596,shorts,ミュージカル女優になっちゃう勝村摩耶さん #niziu #maya #shorts,https://www.youtube.com/watch?v=J_s6JUrAEs0,2023-12-03 03:12,,watch
9597,watch,トマトは焦がすべし…美味しいトマトパスタの作り方【 料理レシピ 】,https://www.youtube.com/watch?v=XoWaCb80Vrc,2023-12-03 03:13,,watch
9598,watch,【2時間半を1分に!!】‎女のリアルすぎる準備＆メイク工程！,https://www.youtube.com/watch?v=wmnUP5i-e_U,2023-12-03 03:14,,watch
9599,watch,これはマジで自信あります　最強の組み合わせで作る究極の一皿【生ハムとマッシュルームのクリームパスタ】レシピ,https://www.youtube.com/watch?v=-K5nCM14lnc,2023-12-03 19:46,,watch
9600,watch,"Sandra Wachter:  Exploring fairness, privacy and advertising in an algorithmic world",https://www.youtube.com/watch?v=cSQrd4H3kOU,2023-12-03 19:56,,watch
9601,shorts,虹プロ時164cmだったニナの現在の身長は？#niziu #nina #heartris #shorts,https://www.youtube.com/watch?v=VNU2O5rmPkQ,2023-12-03 19:57,,watch
9602,watch,イタリア人から教わる【家庭のパスタ料理】本場のリアルなトラパネーゼに大興奮｜地産地消の感動をお届けします,https://www.youtube.com/watch?v=REYGmWYPDkM,2023-12-03 19:58,,watch
9603,search,パラノイア,https://www.youtube.com/results?search_query=%E3%83%91%E3%83%A9%E3%83%8E%E3%82%A4%E3%82%A2,2023-12-03 23:06:11.183000+00:00,,search
9604,watch,"Sandra Wachter:  Exploring fairness, privacy and advertising in an algorithmic world",https://www.youtube.com/watch?v=cSQrd4H3kOU,2023-12-05 10:27,,watch
9605,watch,Sunrise Yoga  |  15-Minute Morning Yoga Practice,https://www.youtube.com/watch?v=r7xsYgTeM2Q,2023-12-05 10:28,,watch
9606,watch,【毎朝10分】 朝ヨガで目覚めスッキリ！ １日の体調がみるみる整う #506,https://www.youtube.com/watch?v=cxqlmRvjjpI,2023-12-05 10:28,,watch
9607,watch,"Calculate sum, sum of square, mean, standard deviation and variance using scientific calculator",https://www.youtube.com/watch?v=YByf1x4hBBc,2023-12-05 17:17,,watch
9608,watch,"Calculating Mean, Variance and Standard Deviation Using 570 MS Calculator",https://www.youtube.com/watch?v=4htrlISQpXc,2023-12-05 17:17,,watch
9609,watch,Linear Regression using a calculator (Casio fx-991Ms),https://www.youtube.com/watch?v=GG3sJYuwAKc,2023-12-05 17:17,,watch
9610,watch,Normal approximation to binomial,https://www.youtube.com/watch?v=VvksxAZAlrQ,2023-12-05 21:30,,watch
9611,search,pearoson,https://www.youtube.com/results?search_query=pearoson,2023-12-05 21:30:32.251000+00:00,,search
9612,search,pearson correlation coefficient,https://www.youtube.com/results?search_query=pearson+correlation+coefficient,2023-12-05 21:30:45.388000+00:00,,search
9613,search,pearson correlation coefficient calculator,https://www.youtube.com/results?search_query=pearson+correlation+coefficient+calculator,2023-12-05 21:30:48.721000+00:00,,search
9614,post-search-watch,"Correlation and regression for linear regression (fx-570/991ES, fx-570VN)",https://www.youtube.com/watch?v=sGmALyDDcvk,2023-12-05 21:31,,watch
9615,watch,🤔How to Convert Decimal to Fraction using Scientific Calculator?,https://www.youtube.com/watch?v=FT2IuUPexkg,2023-12-05 21:32,,watch
9616,search,pearson correlation coefficient calculator renus,https://www.youtube.com/results?search_query=pearson+correlation+coefficient+calculator+renus,2023-12-05 21:32:09.125000+00:00,,search
9617,search,renus calculator,https://www.youtube.com/results?search_query=renus+calculator,2023-12-05 21:32:41.604000+00:00,,search
9618,post-search-watch,CORRELATION COEFFICIENT USING CASIO FX-570MS,https://www.youtube.com/watch?v=-sRebalset4,2023-12-05 21:33,,watch
9619,search,pearson chi square caluculator,https://www.youtube.com/results?search_query=pearson+chi+square+caluculator,2023-12-05 21:49:54.646000+00:00,,search
9620,watch,【ダイエット】モデルのカロリー高いサラダ,https://www.youtube.com/watch?v=eJigEckZRnM,2023-12-05 23:11,,watch
9621,watch,全てが無理な日,https://www.youtube.com/watch?v=sFwwwGLVrzU,2023-12-05 23:12,,watch
9622,watch,Eating pasta in Italy,https://www.youtube.com/watch?v=Q3hDiED6WI0,2023-12-05 23:13,,watch
9623,watch,ダイジェストです #アート #人形 #女の子,https://www.youtube.com/watch?v=ry_UAGwdfx4,2023-12-05 23:13,,watch
9624,watch,How to dress like a Berliner,https://www.youtube.com/watch?v=IO7thxCl2sE,2023-12-05 23:14,,watch
9625,watch,【ダイエット】モデルの一週間分の買い物,https://www.youtube.com/watch?v=OjFFBpWZTDw,2023-12-05 23:16,,watch
9626,watch,【ダイエット】モデルの秋のポワレ,https://www.youtube.com/watch?v=Q_JpHF3pwGE,2023-12-05 23:16,,watch
9627,watch,Finally found my perfect foundation shade🤭 #korean #makeup #korea,https://www.youtube.com/watch?v=N75vEGETCxw,2023-12-05 23:18,,watch
9628,watch,絵に描いたように綺麗な白いオムライス！濃厚チーズソースとの相性がたまらない【デリツィオーゾ0141：東京御徒町】,https://www.youtube.com/watch?v=qiaRJTyce6g,2023-12-05 23:19,,watch
9629,watch,How Traditional French Butter Is Made In Brittany | Regional Eats,https://www.youtube.com/watch?v=ZyXUzhTn0kI,2023-12-05 23:21,,watch
9630,watch,Sunrise Yoga  |  15-Minute Morning Yoga Practice,https://www.youtube.com/watch?v=r7xsYgTeM2Q,2023-12-06 09:14,,watch
9631,watch,"Sandra Wachter:  Exploring fairness, privacy and advertising in an algorithmic world",https://www.youtube.com/watch?v=cSQrd4H3kOU,2023-12-06 09:14,,watch
9632,watch,本場イタリアで【豪快】ペペロンチーノ｜現地の食材で美味しすぎるパスタを作ります,https://www.youtube.com/watch?v=fPtZA2g_bmc,2023-12-06 09:29,,watch
9633,watch,Do Curation Algorithms Get It Right?,https://www.youtube.com/watch?v=TfcFakgubgs,2023-12-07 16:36,,watch
9634,watch,『マエストロ: その音楽と愛と』予告編 - Netflix,https://www.youtube.com/watch?v=_e9eTcviCHI,2023-12-08 13:50,,watch
9635,watch,『マエストロ: その音楽と愛と』ティーザー予告編 - Netflix,https://www.youtube.com/watch?v=T-6ObV2EI0g,2023-12-08 13:54,,watch
9636,watch,Maestro | Official Trailer | Netflix,https://www.youtube.com/watch?v=gJP2QblqLA0,2023-12-08 14:02,,watch
9637,watch,【勝負メイク】今日はキメなきゃいけない日のGRWM🤍 好きピに会うから可愛げヒロちゃんの誕生よ〜🤍 【デートメイク】,https://www.youtube.com/watch?v=Y-2wIWBOMAI,2023-12-09 00:44,,watch
9638,watch,"Sandra Wachter:  Exploring fairness, privacy and advertising in an algorithmic world",https://www.youtube.com/watch?v=cSQrd4H3kOU,2023-12-09 00:44,,watch
9639,watch,Maestro | Official Trailer | Netflix,https://www.youtube.com/watch?v=gJP2QblqLA0,2023-12-09 00:52,,watch
9640,watch,BEGIN Japanology: Taro Okamoto,https://www.youtube.com/watch?v=cT8SojrLBp0,2023-12-10 15:50,,watch
9641,watch,【GRWM】激盛れお呼ばれメイクの完成です。,https://www.youtube.com/watch?v=z1eRR8F8ptM,2023-12-11 08:15,,watch
9642,watch,【冬のパスタ】イタリア　フィレンツェ在住30年　現地シェフTOSHIがつくる　野菜のクリームソースFlorence in Italy TOSHI Pasta con Panna e Verdure,https://www.youtube.com/watch?v=d_d8bwXC2ZY,2023-12-11 08:16,,watch
9643,watch,hangover food,https://www.youtube.com/watch?v=ovaHmfy3O6U,2023-12-11 12:12,,watch
9644,watch,炊飯器ほったらかしキャベツ❤️‍🔥まるごとトロトロ〜,https://www.youtube.com/watch?v=BgM8PES0V2U,2023-12-11 12:13,,watch
9645,watch,【ダイエット】モデルの変なランチ,https://www.youtube.com/watch?v=T7VXAeFLXOk,2023-12-11 12:15,,watch
9646,watch,【３つ星レストラン】潜入🇮🇹お会計が大変なことになりました。本場イタリアの貴族のコースを堪能⭐️⭐️⭐️,https://www.youtube.com/watch?v=oqExPgTEiK4,2023-12-11 12:16,,watch
9647,watch,【ファッション】毎朝服に迷うあなたへ,https://www.youtube.com/watch?v=U2EqfmFkJY4,2023-12-11 12:49,,watch
9648,watch,【メイク】ゴルド祭りメイク,https://www.youtube.com/watch?v=KW-kBAl8L5A,2023-12-11 12:50,,watch
9649,watch,インテリアのこだわり,https://www.youtube.com/watch?v=iqDRQrFF47w,2023-12-11 12:51,,watch
9650,watch,もし夜中の3時に泥棒が私の家に入ってきたら,https://www.youtube.com/watch?v=RLnNsWDxzds,2023-12-11 12:52,,watch
9651,watch,フランスの変な迷信,https://www.youtube.com/watch?v=w33m-eKtyFU,2023-12-11 13:00,,watch
9652,watch,【ファッション】夏ドレスを冬で着こなす方法,https://www.youtube.com/watch?v=6tt63jnGT4k,2023-12-11 13:01,,watch
9653,watch,【メイクを舐めてた】元彼にメイクさせた結果、、、,https://www.youtube.com/watch?v=XDPMuLdwtg8,2023-12-11 13:02,,watch
9654,watch,Order and Disorder in Network Science - Renaud Lambiotte,https://www.youtube.com/watch?v=SSCBOltVSgk,2023-12-12 17:09,,watch
9655,watch,"Joe Hisaishi : Studio Ghibli Experience, Part 1",https://www.youtube.com/watch?v=0jZNKV5ROBM,2023-12-12 21:16,,watch
9656,watch,Creative Process Video,https://www.youtube.com/watch?v=R0noElyH5hw,2023-12-12 21:17,,watch
9657,search,Ghibli anime making,https://www.youtube.com/results?search_query=Ghibli+anime+making,2023-12-12 21:17:19.524000+00:00,,search
9658,post-search-watch,Watercolor Tutorial with Yoichi Nishikawa,https://www.youtube.com/watch?v=qH2q9ZJMaAU,2023-12-12 21:19,,watch
9659,watch,Hayao Miyazaki | The Mind of a Master,https://www.youtube.com/watch?v=1zi7jIZkS68,2023-12-12 21:20,,watch
9660,watch,"米津玄師「地球儀」× 宮﨑駿「君たちはどう生きるか」Kenshi Yonezu - Spinning Globe (Hayao Miyazaki, The Boy and The Heron)",https://www.youtube.com/watch?v=abKcYyQ1V7Y,2023-12-12 21:21,,watch
9661,watch,"米津玄師「地球儀」× 宮﨑駿「君たちはどう生きるか」Kenshi Yonezu - Spinning Globe (Hayao Miyazaki, The Boy and The Heron)",https://www.youtube.com/watch?v=abKcYyQ1V7Y,2023-12-13 10:17,,watch
9662,watch,"A gentle introduction to network science: Dr Renaud Lambiotte, University of Oxford",https://www.youtube.com/watch?v=L6CqqlILBCI,2023-12-13 10:19,,watch
9663,watch,Hayao Miyazaki | The Mind of a Master,https://www.youtube.com/watch?v=1zi7jIZkS68,2023-12-13 11:39,,watch
9664,watch,［16タイプで相性が良い組み合わせvol.6］ESTJとINFP〜セルフヘルプ術 vol.38〜,https://www.youtube.com/watch?v=WxqShk06F4E,2023-12-14 22:40,,watch
9665,search,Estj infp,https://www.youtube.com/results?search_query=Estj+infp,2023-12-14 22:44:56.648000+00:00,,search
9666,shorts,#GU のニットワンピを67歳シニアが着こなしてみた！#gu #shorts,https://www.youtube.com/watch?v=e9JOlm02kmc,2023-12-14 22:45,,watch
9667,post-search-watch,ESTJ and INFP as Roommates,https://www.youtube.com/watch?v=SXB8Fw-wYrU,2023-12-14 22:45,,watch
9668,watch,【永久保存版】炎上乗り越えNo.1キャバ嬢へと成長…ルナの“美の秘訣”｜メイク動画,https://www.youtube.com/watch?v=F7fwZ02HCEk,2023-12-14 22:46,,watch
9669,watch,露出を抑える、こちらのドレスはいかがですか？✨video by...@dohhwabride_koreaさま#一度きりの人生一度は魔法にかけられて #プラコレ #dressy花嫁 #ウェディングドレス,https://www.youtube.com/watch?v=pKpUCnU8zU4,2023-12-16 22:05,,watch
9670,watch,こうしないと、７年間のBAD H.....?,https://www.youtube.com/watch?v=vf44DbMxSfo,2023-12-16 22:06,,watch
9671,watch,まるでKFCフライドチキン🍗かなり似てない？ザクっとしてじゅわ〜,https://www.youtube.com/watch?v=wZwfj6uxIYc,2023-12-16 22:07,,watch
9672,shorts,マコ「友達がメンバーしかいない」#niziu #mako #itzy #love&like #shorts,https://www.youtube.com/watch?v=GLNxkWmXyPY,2023-12-16 22:07,,watch
9673,shorts,なんで日本はこんなに寒いの？#shorts #日本 #sagirix,https://www.youtube.com/watch?v=CnxcMql61rY,2023-12-16 22:08,,watch
9674,shorts,虹プロ脱落者の現在の姿【Niziproject】 #shorts,https://www.youtube.com/watch?v=OCGFjkuFztk,2023-12-16 22:09,,watch
9675,watch,"Sandra Wachter:  Exploring fairness, privacy and advertising in an algorithmic world",https://www.youtube.com/watch?v=cSQrd4H3kOU,2023-12-16 22:13,,watch
9676,shorts,最終的には“張り切りすぎてない”クリスマスデートメイクになります❤️❤️#shorts#メイク,https://www.youtube.com/watch?v=p5ts8jQIrBA,2023-12-16 22:14,,watch
9677,watch,事務所スカウト殺到の幼稚園の先生がやばすぎるwww,https://www.youtube.com/watch?v=kg9Yvr0noso,2023-12-16 22:15,,watch
9678,watch,BLACKPINK リサの前髪の秘密,https://www.youtube.com/watch?v=LqT6ofxTxrk,2023-12-16 22:16,,watch
9679,watch,What I learnt about relationships,https://www.youtube.com/watch?v=y1vf4WClioM,2023-12-16 22:18,,watch
9680,watch,Being judged as mixed couple,https://www.youtube.com/watch?v=mqj2y2m_YLU,2023-12-16 22:18,,watch
9681,watch,Minna-no-kimochi (みんなのきもち) | Boiler Room Tokyo: Tohji Presents u-ha,https://www.youtube.com/watch?v=djGlyTcW30Q,2023-12-16 22:20,,watch
9682,watch,大学生のほったらかしディナー🍽🌘,https://www.youtube.com/watch?v=xGA0BMXm4xM,2023-12-16 22:25,,watch
9683,watch,The day this girl came up to me in the supermarket… and turned out to be an amazing opera singer! 😍,https://www.youtube.com/watch?v=dol2GgVE5Vs,2023-12-16 22:26,,watch
9684,watch,https://www.youtube.com/watch?v=t_RfCRso3Bk,https://www.youtube.com/watch?v=t_RfCRso3Bk,2023-12-16 22:29,,watch
9685,watch,東大物理学科女子の私服がやばいかもルックブック,https://www.youtube.com/watch?v=u-bgspWTGmA,2023-12-16 22:30,,watch
9686,watch,【るな大炎上 #1】進撃のノアチャンネル史上、最もバッシングされたキャバ嬢のその後,https://www.youtube.com/watch?v=d7eFo6wCa5g,2023-12-16 22:35,,watch
9687,watch,【永久保存版】炎上乗り越えNo.1キャバ嬢へと成長…ルナの“美の秘訣”｜メイク動画,https://www.youtube.com/watch?v=F7fwZ02HCEk,2023-12-16 22:37,,watch
9688,watch,大炎上したキャバ嬢・ルナの部屋に行ってみました【ルームツアー】,https://www.youtube.com/watch?v=9w2dSB1PWeY,2023-12-16 22:38,,watch
9689,shorts,Kate Middleton’s Stunning Transformation Before & After Royalty #shorts #oldmoney,https://www.youtube.com/watch?v=dxKjpWeMdZI,2023-12-16 22:39,,watch
9690,watch,愛の軌跡 ‐ ヒョンビン、ソン・イェジン胸キュン名場面 | 愛の不時着 | Netflix Japan,https://www.youtube.com/watch?v=j12lGhi8-_U,2023-12-16 22:53,,watch
9691,watch,『愛の不時着』予告編 - Netflix,https://www.youtube.com/watch?v=zPe5AdGCszc,2023-12-16 22:53,,watch
9692,watch,みなさんは何味のクライナーが好きですか？ #デヴィ夫人,https://www.youtube.com/watch?v=w-VszWxO204,2023-12-16 23:08,,watch
9693,watch,Marriage Story: The Most Painful Scene,https://www.youtube.com/watch?v=QeHQ0PBOmbI,2023-12-16 23:09,,watch
9694,watch,【密着】ミス東大が初の水着グラビア撮影に挑戦【何でもやります！】,https://www.youtube.com/watch?v=Dtt8U84zimE,2023-12-16 23:18,,watch
9695,watch,Sunrise Yoga  |  15-Minute Morning Yoga Practice,https://www.youtube.com/watch?v=r7xsYgTeM2Q,2023-12-17 10:17,,watch
9696,search,yoga with adriene 15 minutes,https://www.youtube.com/results?search_query=yoga+with+adriene+15+minutes,2023-12-17 10:17:36.159000+00:00,,search
9697,watch,"15 Min. Full Body Stretch | Daily Routine for Flexibility, Mobility & Relaxation | DAY 7",https://www.youtube.com/watch?v=g_tea8ZNk5A,2023-12-17 10:32,,watch
9698,watch,Minna-no-kimochi (みんなのきもち) | Boiler Room Tokyo: Tohji Presents u-ha,https://www.youtube.com/watch?v=djGlyTcW30Q,2023-12-17 12:35,,watch
9699,watch,"Sandra Wachter:  Exploring fairness, privacy and advertising in an algorithmic world",https://www.youtube.com/watch?v=cSQrd4H3kOU,2023-12-17 12:35,,watch
9700,search,boread room,https://www.youtube.com/results?search_query=boread+room,2023-12-17 12:35:25.958000+00:00,,search
9701,watch,DRIFT KYIV - SUPERGLOSS | HÖR - Mar 1 / 2023,https://www.youtube.com/watch?v=PuD4GeAw4ps,2023-12-17 13:48,,watch
9702,watch,Fred again.. | Boiler Room: London,https://www.youtube.com/watch?v=c0-hvjV2A5Y,2023-12-17 13:55,,watch
9703,watch,Groovy Disco and R&B Mix at a New York Basement Party | Tinzo,https://www.youtube.com/watch?v=4nvewes8Inc,2023-12-17 14:38,,watch
9704,watch,【国外逃亡術】海外美大進学・アート留学希望者必見！ジェンダーギャップの小さい国で美大に行きたい！国選びのポイントも解説！アート系以外を目指している人も国選びの参考にしてね☆,https://www.youtube.com/watch?v=ENNS6jj0Nj0,2023-12-17 14:51,,watch
9705,watch,PhD Applicant Information Session | November 2023,https://www.youtube.com/watch?v=7_k8M6Go1Hs,2023-12-17 16:07,,watch
9706,watch,Pope Francis delivers Christmas message at the Vatican,https://www.youtube.com/watch?v=HF6jLWwQCKU,2023-12-17 22:13,,watch
9707,watch,December 25 2022 Christmas Message and “Urbi et Orbi” Blessing Pope Francis,https://www.youtube.com/watch?v=XprzZZBWymE,2023-12-17 22:13,,watch
9708,watch,Pope Francis Holds Christmas Eve Midnight Mass From The Vatican,https://www.youtube.com/watch?v=rzNOirfr608,2023-12-17 22:14,,watch
9709,search,Christmas message pope,https://www.youtube.com/results?search_query=Christmas+message+pope,2023-12-17 22:14:07.410000+00:00,,search
9710,watch,【バチカン】感染対策とって…バチカンでクリスマスミサ,https://www.youtube.com/watch?v=9zZiVL6RQmE,2023-12-17 22:44,,watch
9711,watch,Rome in Winter:  A Travel Guide for December & January in Italy,https://www.youtube.com/watch?v=qURTDJ9BPsc,2023-12-17 22:45,,watch
9712,search,ローマ クリスマス ,https://www.youtube.com/results?search_query=%E3%83%AD%E3%83%BC%E3%83%9E+%E3%82%AF%E3%83%AA%E3%82%B9%E3%83%9E%E3%82%B9+,2023-12-17 22:45:06.161000+00:00,,search
9713,post-search-watch,Rome at Christmas time + tips from a local | Vlog,https://www.youtube.com/watch?v=fRMW2Xferm0,2023-12-17 22:47,,watch
9714,search,Rome christmas eve,https://www.youtube.com/results?search_query=Rome+christmas+eve,2023-12-17 22:47:54.862000+00:00,,search
9715,watch,"Sandra Wachter:  Exploring fairness, privacy and advertising in an algorithmic world",https://www.youtube.com/watch?v=cSQrd4H3kOU,2023-12-18 15:02,,watch
9716,watch,Four Tet x Fred again.. x Skrillex - Coachella 2023 - FULL SET **OFFICIAL**,https://www.youtube.com/watch?v=dFfC92iBxNw,2023-12-18 16:14,,watch
9717,watch,Fred again.. | Boiler Room: London,https://www.youtube.com/watch?v=c0-hvjV2A5Y,2023-12-18 16:15,,watch
9718,watch,Maceo Plex Boiler Room Berlin DJ Set,https://www.youtube.com/watch?v=5vHRUsP20dQ,2023-12-18 17:00,,watch
9719,watch,Kaytranada Boiler Room Montreal DJ Set,https://www.youtube.com/watch?v=-5EQIiabJvk,2023-12-18 18:07,,watch
9720,watch,Kaytranada Boiler Room Montreal DJ Set,https://www.youtube.com/watch?v=-5EQIiabJvk,2023-12-19 18:06,,watch
9721,watch,"Sandra Wachter:  Exploring fairness, privacy and advertising in an algorithmic world",https://www.youtube.com/watch?v=cSQrd4H3kOU,2023-12-19 18:06,,watch
9722,watch,Solomun Boiler Room DJ Set,https://www.youtube.com/watch?v=bk6Xst6euQk,2023-12-19 19:13,,watch
9723,watch,Maceo Plex Boiler Room Berlin DJ Set,https://www.youtube.com/watch?v=5vHRUsP20dQ,2023-12-19 19:26,,watch
9724,watch,DRIFT KYIV - SUPERGLOSS | HÖR - Mar 1 / 2023,https://www.youtube.com/watch?v=PuD4GeAw4ps,2023-12-19 20:54,,watch
9725,watch,Fred again.. | Boiler Room: London,https://www.youtube.com/watch?v=c0-hvjV2A5Y,2023-12-19 20:55,,watch
9726,watch,Fred again.. | Boiler Room: London,https://www.youtube.com/watch?v=c0-hvjV2A5Y,2023-12-20 18:46,,watch
9727,watch,"Sandra Wachter:  Exploring fairness, privacy and advertising in an algorithmic world",https://www.youtube.com/watch?v=cSQrd4H3kOU,2023-12-20 19:35,,watch
9728,watch,Kerri Chandler | Boiler Room: New York,https://www.youtube.com/watch?v=K6XiDub2Wc4,2023-12-20 20:14,,watch
9729,watch,Kaytranada Boiler Room Montreal DJ Set,https://www.youtube.com/watch?v=-5EQIiabJvk,2023-12-20 20:33,,watch
9730,watch,最高のイタリア食材で作る【カルボナーラ】料理人が旅先で楽しむ贅沢パスタ！,https://www.youtube.com/watch?v=zheyiHkBnw0,2023-12-21 01:07,,watch
9731,watch,【嫁がうつになる前と後の比較】TikTokで1400万再生された動画 #うつ病 #うつ #ショート #デート #パワハラ,https://www.youtube.com/watch?v=Z71vPAEwvGU,2023-12-21 01:31,,watch
9732,shorts,Twiceミナの視線が面白すぎるw #twice #ミナ #shorts,https://www.youtube.com/watch?v=i66-crJDjTU,2023-12-21 01:32,,watch
9733,watch,"Dubai Christmas VLOG🎄mulled wine, Arabic cuisine & Christmas outfit",https://www.youtube.com/watch?v=OfYHdGzAO1o,2023-12-21 10:08,,watch
9734,watch,Oxford Matriculation 2023 Vlog 🎓 I'm officially an Oxford student!!!,https://www.youtube.com/watch?v=S2HSjsyTlDw,2023-12-21 11:00,,watch
9735,watch,China to Oxford via Dubai and the Netherlands: A Journey to Remember 🛫,https://www.youtube.com/watch?v=RUjZLhP__P0,2023-12-21 11:00,,watch
